polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 7*x^3 - 2*x^2 - 7*x + 1,455,0,455,0,455,2,D(4),-828100
x^4 - 7*x^3 - 2*x^2 + 3*x + 1,5,60,95,40,5,0,D(4),8900
x^4 - 7*x^3 - x^2 - 7*x + 1,427,-61,427,0,61,1,D(4),-725595
x^4 - 7*x^3 - x^2 + 7*x + 1,-315,135,315,0,45,1,D(4),415125
x^4 - 7*x^3 - 7*x + 1,399,-114,399,0,57,1,D(4),-623808
x^4 - 7*x^3 + 7*x + 1,-287,82,287,0,41,1,D(4),336200
x^4 - 7*x^3 + x^2 - 7*x + 1,371,-159,371,0,53,1,D(4),-525283
x^4 - 7*x^3 + x^2 + 7*x + 1,-259,37,259,0,37,1,D(4),269693
x^4 - 7*x^3 + 3*x^2 - 7*x + 1,315,-225,315,0,45,1,D(4),-346275
x^4 - 7*x^3 + 3*x^2 + 7*x + 1,-203,-29,203,0,29,1,D(4),165677
x^4 - 7*x^3 + 4*x^2 - 7*x + 1,287,-246,287,0,41,1,D(4),-268960
x^4 - 7*x^3 + 4*x^2 - 3*x + 1,35,-30,-25,40,5,0,D(4),-22000
x^4 - 7*x^3 + 5*x^2 - 7*x + 1,259,-259,259,0,259,1,D(4),-201243
x^4 - 7*x^3 + 5*x^2 + 7*x + 1,-147,-63,147,0,21,1,D(4),90405
x^4 - 7*x^3 + 6*x^2 - 7*x + 1,231,-264,231,0,33,1,D(4),-143748
x^4 - 7*x^3 + 6*x^2 + 7*x + 1,-119,-68,119,0,17,1,D(4),61268
x^4 - 7*x^3 + 7*x^2 - 7*x + 1,203,-261,203,0,29,1,D(4),-96715
x^4 - 7*x^3 + 7*x^2 + 7*x + 1,-91,-65,91,0,13,1,D(4),37349
x^4 - 7*x^3 + 8*x^2 - 2*x + 1,0,180,-180,45,45,1,D(4),-22275
x^4 - 7*x^3 + 8*x^2 + 8*x + 1,-200,-160,160,-15,5,0,D(4),51525
x^4 - 7*x^3 + 9*x^2 - 7*x + 1,147,-231,147,0,21,1,D(4),-33075
x^4 - 7*x^3 + 10*x^2 - 7*x + 1,119,-204,119,0,17,1,D(4),-15028
x^4 - 6*x^3 - 10*x^2 - 6*x + 1,504,672,504,0,168,1,D(4),-564480
x^4 - 6*x^3 - 10*x^2 + 6*x + 1,-408,816,408,0,408,1,D(4),1331712
x^4 - 6*x^3 - 9*x^2 - 6*x + 1,480,560,480,0,80,1,D(4),-608000
x^4 - 6*x^3 - 8*x^2 - 6*x + 1,456,456,456,0,456,1,D(4),-623808
x^4 - 6*x^3 - 8*x^2 + x + 1,15,260,190,35,5,0,D(4),122525
x^4 - 6*x^3 - 8*x^2 + 6*x + 1,-360,600,360,0,120,1,D(4),878400
x^4 - 6*x^3 - 7*x^2 - 6*x + 1,432,360,432,0,72,1,D(4),-616896
x^4 - 6*x^3 - 7*x^2 + 1,48,180,168,36,12,0,D(4),10512
x^4 - 6*x^3 - 6*x^2 - 6*x + 1,408,272,408,0,136,1,D(4),-591872
x^4 - 6*x^3 - 5*x^2 + 2*x + 1,0,128,128,32,32,1,D(4),41984
x^4 - 6*x^3 - 5*x^2 + 6*x + 1,-288,336,288,0,48,1,D(4),444672
x^4 - 6*x^3 - 4*x^2 - 6*x + 1,360,120,360,0,120,1,D(4),-504000
x^4 - 6*x^3 - 4*x^2 + 6*x + 1,-264,264,264,0,264,1,D(4),348480
x^4 - 6*x^3 - 3*x^2 - 6*x + 1,336,56,336,0,56,1,D(4),-448448
x^4 - 6*x^3 - 2*x^2 - 6*x + 1,312,0,312,0,312,2,D(4),-389376
x^4 - 6*x^3 - x^2 - 6*x + 1,288,-48,288,0,48,1,D(4),-329472
x^4 - 6*x^3 - x^2 + 6*x + 1,-192,96,192,0,96,1,D(4),156672
x^4 - 6*x^3 - 6*x + 1,264,-88,264,0,88,1,D(4),-271040
x^4 - 6*x^3 + 6*x + 1,-168,56,168,0,56,1,D(4),116032
x^4 - 6*x^3 + x^2 - 6*x + 1,240,-120,240,0,120,1,D(4),-216000
x^4 - 6*x^3 + x^2 + 1,48,-12,-24,36,12,0,D(4),-29808
x^4 - 6*x^3 + x^2 + 6*x + 1,-144,24,144,0,24,1,D(4),83520
x^4 - 6*x^3 + x^2 + 10*x + 1,-912,8,496,-64,8,0,D(4),429632
x^4 - 6*x^3 + 3*x^2 - 6*x + 1,192,-160,192,0,32,1,D(4),-121856
x^4 - 6*x^3 + 4*x^2 - 6*x + 1,168,-168,168,0,168,1,D(4),-84672
x^4 - 6*x^3 + 4*x^2 + 6*x + 1,-72,-24,72,0,24,1,D(4),21312
x^4 - 6*x^3 + 5*x^2 - 6*x + 1,144,-168,144,0,24,1,D(4),-54720
x^4 - 6*x^3 + 5*x^2 + 6*x + 1,-48,-24,48,0,24,1,D(4),9792
x^4 - 6*x^3 + 6*x^2 - 6*x + 1,120,-160,120,0,40,1,D(4),-32000
x^4 - 6*x^3 + 6*x^2 + 9*x + 1,-465,-250,270,-45,5,0,D(4),5125
x^4 - 6*x^3 + 7*x^2 - 4*x + 1,0,20,-40,20,20,1,D(4),-400
x^4 - 6*x^3 + 7*x^2 - 2*x + 1,0,128,-128,32,32,1,D(4),-7168
x^4 - 6*x^3 + 8*x^2 - 6*x + 1,72,-120,72,0,24,1,D(4),-6336
x^4 - 6*x^3 + 8*x^2 + 3*x + 1,117,204,-162,27,3,0,D(4),1197
x^4 - 6*x^3 + 8*x^2 + 6*x + 1,24,24,-24,0,24,1,D(4),2880
x^4 - 6*x^3 + 9*x^2 - 6*x + 1,48,-88,48,0,8,1,D(4),-1472
x^4 - 6*x^3 + 9*x^2 + 1,48,308,-216,36,4,0,D(4),1552
x^4 - 6*x^3 + 9*x^2 + 6*x + 1,48,56,-48,0,8,1,D(4),12352
x^4 - 6*x^3 + 10*x^2 - 3*x + 1,-45,258,-162,27,3,0,D(4),549
x^4 - 6*x^3 + 10*x^2 - 2*x + 1,-24,320,-200,32,8,0,D(4),4352
x^4 - 6*x^3 + 10*x^2 + 2*x + 1,120,368,-232,32,8,0,D(4),41984
x^4 - 6*x^3 + 10*x^2 + 6*x + 1,72,96,-72,0,24,1,D(4),29952
x^4 - 5*x^3 - 10*x^2 - 5*x + 1,365,584,365,0,73,1,D(4),-191844
x^4 - 5*x^3 - 10*x^2 + 5*x + 1,-285,684,285,0,57,1,D(4),792756
x^4 - 5*x^3 - 9*x^2 - 5*x + 1,345,483,345,0,69,1,D(4),-242811
