polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 8*x^3 + 14*x^2 + 8*x - 4,0,0,0,0,undefined,4,C(4),128000
x^4 - 7*x^3 - 7*x^2 + 13*x + 7,-2505,1545,1275,-120,15,0,C(4),5487525
x^4 - 7*x^3 - 6*x^2 + 2*x + 1,0,180,180,45,45,1,C(4),91125
x^4 - 7*x^3 - 6*x^2 + 7*x + 1,-455,520,455,0,65,1,C(4),1098500
x^4 - 7*x^3 + 9*x^2 + 7*x + 1,-35,-35,35,0,35,1,C(4),6125
x^4 - 7*x^3 + 12*x^2 + 3*x - 13,173,494,-297,40,1,0,C(4),19652
x^4 - 7*x^3 + 14*x^2 - 8*x + 1,120,-240,120,-15,15,0,C(4),1125
x^4 - 7*x^3 + 14*x^2 - 8*x + 11,120,-240,120,-15,15,0,C(4),120125
x^4 - 6*x^3 - 14*x^2 - x + 1,105,770,350,35,35,0,C(4),741125
x^4 - 6*x^3 - 14*x^2 + 14*x + 1,-3480,3680,1400,-160,40,0,C(4),11552000
x^4 - 6*x^3 - 9*x^2 + 14*x + 11,-3200,2240,1280,-160,160,0,C(4),6728000
x^4 - 6*x^3 - 6*x^2 + 6*x + 1,-312,416,312,0,104,1,C(4),562432
x^4 - 6*x^3 - 4*x^2 + 9*x + 1,-825,480,510,-45,15,0,C(4),946125
x^4 - 6*x^3 + x^2 + 4*x + 1,0,20,40,20,20,1,C(4),2000
x^4 - 6*x^3 + x^2 + 14*x + 1,-2640,-40,1040,-160,40,0,C(4),968000
x^4 - 6*x^3 + 5*x^2 + 12*x - 13,-1440,-492,648,-108,12,0,C(4),78608
x^4 - 6*x^3 + 6*x^2 + 4*x - 4,80,80,-80,20,20,0,C(4),32000
x^4 - 6*x^3 + 6*x^2 + 9*x - 9,-465,-250,270,-45,5,0,C(4),91125
x^4 - 5*x^3 - 6*x^2 + 5*x + 1,-205,328,205,0,41,1,C(4),275684
x^4 - 5*x^3 - 5*x^2 + 15*x - 5,-3635,1359,1105,-200,1,0,C(4),741125
x^4 - 5*x^3 - 2*x^2 + 6*x + 3,-224,132,172,-11,1,0,C(4),19773
x^4 - 5*x^3 + 10*x - 5,-960,84,420,-75,3,0,C(4),91125
x^4 - 5*x^3 + 3*x^2 + 6*x - 4,-104,-28,72,-11,1,0,C(4),19652
x^4 - 5*x^3 + 5*x^2 + 5*x - 5,15,9,-15,0,3,1,C(4),1125
x^4 - 5*x^3 + 5*x^2 + 5*x + 5,15,9,-15,0,3,1,C(4),120125
x^4 - 5*x^3 + 10*x^2 - 10*x + 5,640,-716,380,-75,1,0,C(4),125
x^4 - 5*x^3 + 11*x^2 - 7*x + 3,75,-141,81,-24,3,0,C(4),19773
x^4 - 5*x^3 + 15*x^2 - 15*x + 5,2515,-2641,945,-200,1,0,C(4),15125
x^4 - 4*x^3 - 14*x^2 - 4*x + 1,320,960,320,0,320,1,C(4),512000
x^4 - 4*x^3 - 14*x^2 + x + 11,-25,790,220,15,5,0,C(4),2211125
x^4 - 4*x^3 - 11*x^2 - 4*x + 1,272,612,272,0,68,1,C(4),78608
x^4 - 4*x^3 - 10*x^2 + 4*x + 7,-192,576,192,0,192,1,C(4),903168
x^4 - 4*x^3 - 6*x^2 + 4*x + 1,-128,256,128,0,128,1,C(4),131072
x^4 - 4*x^3 - 4*x^2 + x + 1,15,60,60,15,15,0,C(4),1125
x^4 - 4*x^3 - 2*x^2 + 4*x - 1,-64,64,64,0,64,1,C(4),2048
x^4 - 4*x^3 - 2*x^2 + 12*x + 1,-1792,384,512,-128,128,0,C(4),131072
x^4 - 4*x^3 + x^2 + 6*x + 1,-160,0,80,-20,20,1,C(4),2000
x^4 - 4*x^3 + 2*x^2 + 4*x - 1,0,0,0,0,undefined,4,C(4),2048
x^4 - 4*x^3 + 6*x^2 - 9*x + 11,545,-430,300,-65,5,0,C(4),15125
x^4 - 4*x^3 + 6*x^2 + x + 1,55,130,-100,15,5,0,C(4),15125
x^4 - 4*x^3 + 6*x^2 + 4*x + 7,64,64,-64,0,64,1,C(4),591872
x^4 - 4*x^3 + 10*x^2 - 12*x + 7,1280,-1152,512,-128,128,0,C(4),2048
x^4 - 4*x^3 + 11*x^2 - 14*x + 11,2160,-1800,720,-180,180,0,C(4),2000
x^4 - 3*x^3 - 6*x^2 + 8*x + 11,-680,560,200,-55,5,0,C(4),6125
x^4 - 3*x^3 - 3*x^2 + 10*x - 4,-1096,380,256,-91,1,0,C(4),19652
x^4 - 3*x^3 - x^2 + 3*x + 1,-15,15,15,0,15,1,C(4),1125
x^4 - 3*x^3 - x^2 + 3*x + 11,-15,15,15,0,15,1,C(4),120125
x^4 - 3*x^3 + 4*x^2 - 2*x + 1,0,20,-20,5,5,1,C(4),125
x^4 - 3*x^3 + 5*x^2 - 9*x + 9,573,-375,255,-72,3,0,C(4),19773
x^4 - 3*x^3 + 7*x^2 + 11*x + 7,-999,-601,191,-112,1,0,C(4),1195061
x^4 - 3*x^3 + 9*x^2 - 7*x + 11,115,-175,95,-40,5,0,C(4),78125
x^4 - 2*x^3 - 11*x^2 - 8*x + 1,880,1140,280,-60,20,0,C(4),2000
x^4 - 2*x^3 - 11*x^2 + 2*x + 11,-80,520,80,0,40,1,C(4),968000
x^4 - 2*x^3 - 7*x^2 + 8*x - 1,-720,660,120,-60,60,0,C(4),78608
x^4 - 2*x^3 - 6*x^2 + 2*x + 1,-40,160,40,0,40,1,C(4),32000
x^4 - 2*x^3 - 6*x^2 + 7*x + 1,-495,450,90,-45,45,0,C(4),91125
x^4 - 2*x^3 - 6*x^2 + 12*x - 4,-2000,1040,240,-140,20,0,C(4),32000
x^4 - 2*x^3 + 4*x^2 - 3*x + 1,-5,0,10,-5,5,1,C(4),125
x^4 - 2*x^3 + 4*x^2 + 2*x + 11,40,40,-40,0,40,1,C(4),512000
x^4 - 2*x^3 + 8*x^2 - 7*x + 9,135,-180,90,-45,45,0,C(4),19773
x^4 - 2*x^3 + 9*x^2 + 12*x + 11,-1280,-940,120,-140,20,0,C(4),3362000
x^4 - 2*x^3 + 14*x^2 - 13*x + 11,1485,-1650,330,-165,165,0,C(4),1953125
x^4 - x^3 - 14*x^2 - 6*x + 1,560,1260,140,-35,35,0,C(4),741125
x^4 - x^3 - 11*x^2 - 9*x + 3,1133,1341,197,-80,1,0,C(4),19773
x^4 - x^3 - 9*x^2 - x + 1,45,315,45,0,45,1,C(4),91125
x^4 - x^3 - 9*x^2 + 9*x + 11,-1045,1055,45,-80,5,0,C(4),6125
x^4 - x^3 - 6*x^2 + x + 1,-17,136,17,0,17,1,C(4),19652
x^4 - x^3 - 4*x^2 + 4*x + 1,-120,120,0,-15,15,1,C(4),1125
x^4 - x^3 - 4*x^2 + 4*x + 11,-120,120,0,-15,15,1,C(4),120125
x^4 - x^3 + x^2 - x + 1,5,-15,5,0,5,1,C(4),125
x^4 - x^3 + 2*x^2 + 4*x + 3,-24,-24,-24,-15,3,0,C(4),19773
x^4 - x^3 + 6*x^2 - 6*x + 11,80,-100,60,-35,5,0,C(4),78125
x^4 - x^3 + 6*x^2 + 4*x + 1,40,40,-40,-15,5,0,C(4),15125
x^4 - 15*x^2 - 10*x + 5,1600,2384,80,-100,4,0,C(4),3362000
x^4 - 15*x^2 + 10*x + 5,-1600,2384,-80,-100,4,0,C(4),3362000
x^4 - 13*x^2 + 13,0,660,0,0,660,3,C(4),2847312
x^4 - 10*x^2 - 15*x - 5,3975,2634,120,-225,3,0,C(4),1125
x^4 - 10*x^2 + 5,0,384,0,0,384,3,C(4),512000
x^4 - 10*x^2 + 15*x - 5,-3975,2634,-120,-225,3,0,C(4),1125
x^4 - 8*x^2 - 8*x - 2,768,752,64,-64,16,0,C(4),2048
x^4 - 8*x^2 + 8,0,240,0,0,240,3,C(4),131072
x^4 - 8*x^2 + 8*x - 2,-768,752,-64,-64,16,0,C(4),2048
x^4 - 5*x^2 + 5,0,84,0,0,84,3,C(4),2000
x^4 - 4*x^2 + 2,0,48,0,0,48,3,C(4),2048
x^4 - 8*x + 14,512,-16,64,-64,16,0,C(4),591872
x^4 - 5*x + 5,125,-16,40,-25,1,0,C(4),15125
x^4 + 5*x + 5,-125,-16,-40,-25,1,0,C(4),15125
x^4 + 8*x + 14,-512,-16,-64,-64,16,0,C(4),591872
x^4 + 4*x^2 + 2,0,48,0,0,48,3,C(4),2048
x^4 + 5*x^2 + 5,0,84,0,0,84,3,C(4),2000
x^4 + 8*x^2 + 8,0,240,0,0,240,3,C(4),131072
x^4 + 10*x^2 + 5,0,384,0,0,384,3,C(4),512000
x^4 + 13*x^2 + 13,0,660,0,0,660,3,C(4),2847312
x^4 + x^3 - 14*x^2 + 6*x + 1,-560,1260,-140,-35,35,0,C(4),741125
x^4 + x^3 - 11*x^2 + 9*x + 3,-1133,1341,-197,-80,1,0,C(4),19773
x^4 + x^3 - 9*x^2 - 9*x + 11,1045,1055,-45,-80,5,0,C(4),6125
x^4 + x^3 - 9*x^2 + x + 1,-45,315,-45,0,45,1,C(4),91125
x^4 + x^3 - 6*x^2 - x + 1,17,136,-17,0,17,1,C(4),19652
x^4 + x^3 - 4*x^2 - 4*x + 1,120,120,0,-15,15,1,C(4),1125
x^4 + x^3 - 4*x^2 - 4*x + 11,120,120,0,-15,15,1,C(4),120125
x^4 + x^3 + x^2 + x + 1,-5,-15,-5,0,5,1,C(4),125
x^4 + x^3 + 2*x^2 - 4*x + 3,24,-24,24,-15,3,0,C(4),19773
x^4 + x^3 + 6*x^2 - 4*x + 1,-40,40,40,-15,5,0,C(4),15125
x^4 + x^3 + 6*x^2 + 6*x + 11,-80,-100,-60,-35,5,0,C(4),78125
x^4 + 2*x^3 - 11*x^2 - 2*x + 11,80,520,-80,0,40,1,C(4),968000
x^4 + 2*x^3 - 11*x^2 + 8*x + 1,-880,1140,-280,-60,20,0,C(4),2000
x^4 + 2*x^3 - 7*x^2 - 8*x - 1,720,660,-120,-60,60,0,C(4),78608
x^4 + 2*x^3 - 6*x^2 - 12*x - 4,2000,1040,-240,-140,20,0,C(4),32000
x^4 + 2*x^3 - 6*x^2 - 7*x + 1,495,450,-90,-45,45,0,C(4),91125
x^4 + 2*x^3 - 6*x^2 - 2*x + 1,40,160,-40,0,40,1,C(4),32000
x^4 + 2*x^3 + 4*x^2 - 2*x + 11,-40,40,40,0,40,1,C(4),512000
x^4 + 2*x^3 + 4*x^2 + 3*x + 1,5,0,-10,-5,5,1,C(4),125
x^4 + 2*x^3 + 8*x^2 + 7*x + 9,-135,-180,-90,-45,45,0,C(4),19773
x^4 + 2*x^3 + 9*x^2 - 12*x + 11,1280,-940,-120,-140,20,0,C(4),3362000
x^4 + 2*x^3 + 14*x^2 + 13*x + 11,-1485,-1650,-330,-165,165,0,C(4),1953125
x^4 + 3*x^3 - 6*x^2 - 8*x + 11,680,560,-200,-55,5,0,C(4),6125
x^4 + 3*x^3 - 3*x^2 - 10*x - 4,1096,380,-256,-91,1,0,C(4),19652
x^4 + 3*x^3 - x^2 - 3*x + 1,15,15,-15,0,15,1,C(4),1125
x^4 + 3*x^3 - x^2 - 3*x + 11,15,15,-15,0,15,1,C(4),120125
x^4 + 3*x^3 + 4*x^2 + 2*x + 1,0,20,20,5,5,1,C(4),125
x^4 + 3*x^3 + 5*x^2 + 9*x + 9,-573,-375,-255,-72,3,0,C(4),19773
x^4 + 3*x^3 + 7*x^2 - 11*x + 7,999,-601,-191,-112,1,0,C(4),1195061
x^4 + 3*x^3 + 9*x^2 + 7*x + 11,-115,-175,-95,-40,5,0,C(4),78125
x^4 + 4*x^3 - 14*x^2 - x + 11,25,790,-220,15,5,0,C(4),2211125
x^4 + 4*x^3 - 14*x^2 + 4*x + 1,-320,960,-320,0,320,1,C(4),512000
x^4 + 4*x^3 - 11*x^2 + 4*x + 1,-272,612,-272,0,68,1,C(4),78608
x^4 + 4*x^3 - 10*x^2 - 4*x + 7,192,576,-192,0,192,1,C(4),903168
x^4 + 4*x^3 - 6*x^2 - 4*x + 1,128,256,-128,0,128,1,C(4),131072
x^4 + 4*x^3 - 4*x^2 - x + 1,-15,60,-60,15,15,0,C(4),1125
x^4 + 4*x^3 - 2*x^2 - 12*x + 1,1792,384,-512,-128,128,0,C(4),131072
x^4 + 4*x^3 - 2*x^2 - 4*x - 1,64,64,-64,0,64,1,C(4),2048
x^4 + 4*x^3 + x^2 - 6*x + 1,160,0,-80,-20,20,1,C(4),2000
x^4 + 4*x^3 + 2*x^2 - 4*x - 1,0,0,0,0,undefined,4,C(4),2048
x^4 + 4*x^3 + 6*x^2 - 4*x + 7,-64,64,64,0,64,1,C(4),591872
x^4 + 4*x^3 + 6*x^2 - x + 1,-55,130,100,15,5,0,C(4),15125
x^4 + 4*x^3 + 6*x^2 + 9*x + 11,-545,-430,-300,-65,5,0,C(4),15125
x^4 + 4*x^3 + 10*x^2 + 12*x + 7,-1280,-1152,-512,-128,128,0,C(4),2048
x^4 + 4*x^3 + 11*x^2 + 14*x + 11,-2160,-1800,-720,-180,180,0,C(4),2000
x^4 + 5*x^3 - 6*x^2 - 5*x + 1,205,328,-205,0,41,1,C(4),275684
x^4 + 5*x^3 - 5*x^2 - 15*x - 5,3635,1359,-1105,-200,1,0,C(4),741125
x^4 + 5*x^3 - 2*x^2 - 6*x + 3,224,132,-172,-11,1,0,C(4),19773
x^4 + 5*x^3 - 10*x - 5,960,84,-420,-75,3,0,C(4),91125
x^4 + 5*x^3 + 3*x^2 - 6*x - 4,104,-28,-72,-11,1,0,C(4),19652
x^4 + 5*x^3 + 5*x^2 - 5*x - 5,-15,9,15,0,3,1,C(4),1125
x^4 + 5*x^3 + 5*x^2 - 5*x + 5,-15,9,15,0,3,1,C(4),120125
x^4 + 5*x^3 + 10*x^2 + 10*x + 5,-640,-716,-380,-75,1,0,C(4),125
x^4 + 5*x^3 + 11*x^2 + 7*x + 3,-75,-141,-81,-24,3,0,C(4),19773
x^4 + 5*x^3 + 15*x^2 + 15*x + 5,-2515,-2641,-945,-200,1,0,C(4),15125
x^4 + 6*x^3 - 14*x^2 - 14*x + 1,3480,3680,-1400,-160,40,0,C(4),11552000
x^4 + 6*x^3 - 14*x^2 + x + 1,-105,770,-350,35,35,0,C(4),741125
x^4 + 6*x^3 - 9*x^2 - 14*x + 11,3200,2240,-1280,-160,160,0,C(4),6728000
x^4 + 6*x^3 - 6*x^2 - 6*x + 1,312,416,-312,0,104,1,C(4),562432
x^4 + 6*x^3 - 4*x^2 - 9*x + 1,825,480,-510,-45,15,0,C(4),946125
x^4 + 6*x^3 + x^2 - 14*x + 1,2640,-40,-1040,-160,40,0,C(4),968000
x^4 + 6*x^3 + x^2 - 4*x + 1,0,20,-40,20,20,1,C(4),2000
x^4 + 6*x^3 + 5*x^2 - 12*x - 13,1440,-492,-648,-108,12,0,C(4),78608
x^4 + 6*x^3 + 6*x^2 - 9*x - 9,465,-250,-270,-45,5,0,C(4),91125
x^4 + 6*x^3 + 6*x^2 - 4*x - 4,-80,80,80,20,20,0,C(4),32000
x^4 + 7*x^3 - 7*x^2 - 13*x + 7,2505,1545,-1275,-120,15,0,C(4),5487525
x^4 + 7*x^3 - 6*x^2 - 7*x + 1,455,520,-455,0,65,1,C(4),1098500
x^4 + 7*x^3 - 6*x^2 - 2*x + 1,0,180,-180,45,45,1,C(4),91125
x^4 + 7*x^3 + 9*x^2 - 7*x + 1,35,-35,-35,0,35,1,C(4),6125
x^4 + 7*x^3 + 12*x^2 - 3*x - 13,-173,494,297,40,1,0,C(4),19652
x^4 + 7*x^3 + 14*x^2 + 8*x + 1,-120,-240,-120,-15,15,0,C(4),1125
x^4 + 7*x^3 + 14*x^2 + 8*x + 11,-120,-240,-120,-15,15,0,C(4),120125
x^4 + 8*x^3 - 12*x^2 + 2,-64,560,-384,64,16,0,C(4),591872
x^4 + 8*x^3 - 11*x^2 + 2*x + 1,-160,480,-400,60,20,0,C(4),2000
x^4 + 8*x^3 - 6*x^2 - 8*x + 1,640,640,-640,0,640,1,C(4),2048000
x^4 + 8*x^3 - 8*x - 2,448,112,-448,0,112,1,C(4),591872
x^4 + 8*x^3 + 4*x^2 - 13*x + 1,1925,-420,-1120,-105,35,0,C(4),2211125
x^4 + 8*x^3 + 4*x^2 - 8*x - 4,320,-80,-320,0,80,1,C(4),512000
x^4 + 8*x^3 + 7*x^2 - 2*x - 1,-112,184,208,60,4,0,C(4),78608
x^4 + 8*x^3 + 8*x^2 - 8*x - 2,192,-144,-192,0,48,1,C(4),903168
x^4 + 8*x^3 + 12*x^2 - 4,-64,560,384,64,16,0,C(4),131072
x^4 + 8*x^3 + 14*x^2 - 8*x - 4,0,0,0,0,undefined,4,C(4),128000
x^4 + 8*x^3 + 14*x^2 + 7*x + 1,-15,-30,0,15,15,1,C(4),1125
x^4 + 9*x^3 - 10*x^2 - 15*x - 1,3903,2904,-2265,-144,3,0,C(4),13284752
x^4 + 9*x^3 - 6*x^2 - 9*x + 1,873,776,-873,0,97,1,C(4),3650692
x^4 + 9*x^3 - 4*x^2 - 6*x + 1,240,300,-420,45,15,0,C(4),946125
x^4 + 9*x^3 + 15*x^2 + 2*x - 4,40,788,488,77,1,0,C(4),275684
x^4 + 10*x^3 - 10*x^2 - 10*x + 5,1320,1584,-1320,0,264,1,C(4),11552000
x^4 + 10*x^3 - 6*x^2 - 10*x + 1,1160,928,-1160,0,232,1,C(4),6243584
x^4 + 10*x^3 - 5*x^2 - 14*x + 4,2944,1344,-2048,-96,32,0,C(4),13284752
x^4 + 10*x^3 - 15*x + 5,3295,284,-2130,-125,1,0,C(4),5460125
x^4 + 10*x^3 + 10*x^2 - 5*x - 5,-155,234,190,75,1,0,C(4),741125
x^4 + 10*x^3 + 15*x^2 - 10*x - 5,320,-416,-320,0,32,1,C(4),6728000
x^4 + 11*x^3 - 6*x^2 - 11*x + 1,1507,1096,-1507,0,137,1,C(4),10285412
x^4 + 12*x^3 - 6*x^2 - 12*x + 1,1920,1280,-1920,0,640,1,C(4),16384000
x^4 + 12*x^3 - 2*x^2 - 4*x + 1,0,128,-256,128,128,1,C(4),131072
x^4 + 12*x^3 + 14*x^2 - 12*x - 9,960,-960,-960,0,960,1,C(4),20736000
x^4 + 12*x^3 + 14*x^2 - 12*x + 1,960,-960,-960,0,960,1,C(4),4608000
x^4 + 13*x^3 - 6*x^2 - 13*x + 1,2405,1480,-2405,0,185,1,C(4),25326500
x^4 + 13*x^3 + 4*x^2 - 8*x + 1,280,0,-560,105,35,1,C(4),2211125
x^4 + 14*x^3 - 14*x^2 - 6*x + 1,440,1440,-1240,160,40,0,C(4),11552000
x^4 + 14*x^3 - 6*x^2 - 14*x + 1,2968,1696,-2968,0,424,1,C(4),38112512
x^4 + 14*x^3 + x^2 - 6*x + 1,80,120,-400,160,40,0,C(4),968000
x^4 + 15*x^3 - 15*x^2 - 5*x + 5,305,1409,-1235,200,1,0,C(4),5460125
x^4 + 15*x^3 - 6*x^2 - 15*x + 1,3615,1928,-3615,0,241,1,C(4),55990084
x^4 + 15*x^3 + 10*x^2 - 10*x - 5,480,-316,-820,125,1,0,C(4),14706125
x^4 + 15*x^3 + 10*x^2 - 9*x - 1,249,-156,-543,144,3,0,C(4),13284752
