polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 24*x^3 - 13*x^2 + 24*x + 1,-14880,9300,14880,0,1860,1,D(4),972147600
x^4 - 24*x^3 - 12*x^2 - 24*x + 1,15168,6320,15168,0,1264,1,D(4),-880330496
x^4 - 24*x^3 - 12*x^2 + 1,192,560,1152,576,16,0,D(4),-5658368
x^4 - 24*x^3 - 11*x^2 - 24*x + 1,15072,5652,15072,0,1884,1,D(4),-876715632
x^4 - 24*x^3 - 11*x^2 + 24*x + 1,-14688,7956,14688,0,612,1,D(4),926247312
x^4 - 24*x^3 - 10*x^2 - 24*x + 1,14976,4992,14976,0,4992,1,D(4),-872202240
x^4 - 24*x^3 - 10*x^2 + 24*x + 1,-14592,7296,14592,0,7296,1,D(4),904937472
x^4 - 24*x^3 - 9*x^2 - 24*x + 1,14880,4340,14880,0,620,1,D(4),-866822000
x^4 - 24*x^3 - 9*x^2 + 24*x + 1,-14496,6644,14496,0,604,1,D(4),884678800
x^4 - 24*x^3 - 8*x^2 - 24*x + 1,14784,3696,14784,0,3696,1,D(4),-860606208
x^4 - 24*x^3 - 8*x^2 + 4*x + 1,0,560,1120,560,560,1,D(4),4390400
x^4 - 24*x^3 - 8*x^2 + 9*x + 1,-825,1320,2640,495,165,0,D(4),56110725
x^4 - 24*x^3 - 8*x^2 + 24*x + 1,-14400,6000,14400,0,1200,1,D(4),865440000
x^4 - 24*x^3 - 7*x^2 - 24*x + 1,14688,3060,14688,0,612,1,D(4),-853585776
x^4 - 24*x^3 - 7*x^2 + 6*x + 1,-192,720,1488,540,12,0,D(4),15794064
x^4 - 24*x^3 - 7*x^2 + 24*x + 1,-14304,5364,14304,0,1788,1,D(4),847190160
x^4 - 24*x^3 - 6*x^2 - 24*x + 1,14592,2432,14592,0,2432,1,D(4),-845791232
x^4 - 24*x^3 - 5*x^2 - 24*x + 1,14496,1812,14496,0,1812,1,D(4),-837252720
x^4 - 24*x^3 - 5*x^2 + 24*x + 1,-14112,4116,14112,0,588,1,D(4),813535632
x^4 - 24*x^3 - 4*x^2 - 24*x + 1,14400,1200,14400,0,1200,1,D(4),-828000000
x^4 - 24*x^3 - 4*x^2 + 24*x + 1,-14016,3504,14016,0,3504,1,D(4),798071040
x^4 - 24*x^3 - 3*x^2 - 24*x + 1,14304,596,14304,0,596,1,D(4),-818062448
x^4 - 24*x^3 - 3*x^2 + 24*x + 1,-13920,2900,13920,0,580,1,D(4),783475600
x^4 - 24*x^3 - 2*x^2 - 24*x + 1,14208,0,14208,0,14208,2,D(4),-807469056
x^4 - 24*x^3 - x^2 - 24*x + 1,14112,-588,14112,0,588,1,D(4),-796248432
x^4 - 24*x^3 - x^2 + 24*x + 1,-13728,1716,13728,0,1716,1,D(4),756776592
